event_name,event_date,fight_url,fighter_1,fighter_2,winner,f1_kd,f2_kd,f1_str,f2_str,f1_td,f2_td,f1_sub,f2_sub,weight_class,method,round,time
UFC 127: Penn vs Fitch,"February 26, 2011",http://www.ufcstats.com/fight-details/fec8b9760d6bb235,Alexander Gustafsson,James Te Huna,Alexander Gustafsson,0,0,4,6,1,1,2,0,Light Heavyweight,"SUB

      

        Rear Naked Choke",1,4:27
UFC 127: Penn vs Fitch,"February 26, 2011",http://www.ufcstats.com/fight-details/ae07b35f2797242e,Nick Ring,Riki Fukuda,Nick Ring,0,0,41,28,0,6,0,0,Middleweight,U-DEC,3,5:00
UFC 127: Penn vs Fitch,"February 26, 2011",http://www.ufcstats.com/fight-details/e4b5f0358ce7bad4,Tom Blackledge,Anthony Perosh,Anthony Perosh,0,0,8,7,0,1,0,1,Light Heavyweight,"SUB

      

        Rear Naked Choke",1,2:45
UFC 127: Penn vs Fitch,"February 26, 2011",http://www.ufcstats.com/fight-details/5b6796a9194d339b,Zhang Tiequan,Jason Reinhardt,Zhang Tiequan,0,0,4,2,0,0,1,0,Featherweight,"SUB

      

        Guillotine Choke",1,0:48
UFC 127: Penn vs Fitch,"February 26, 2011",http://www.ufcstats.com/fight-details/6ac1478baeddaae8,Mark Hunt,Chris Tuchscherer,Mark Hunt,1,0,14,9,0,1,0,0,Heavyweight,"KO/TKO

      

        Punch",2,1:41
UFC 127: Penn vs Fitch,"February 26, 2011",http://www.ufcstats.com/fight-details/062816ff1b591bbb,Maciej Jewtuszko,Curt Warburton,Curt Warburton,0,0,30,18,0,4,0,0,Lightweight,U-DEC,3,5:00
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/dc2a3aeac1441991,Mauricio Rua,Jon Jones,Jon Jones,0,1,9,75,0,3,0,0,Light Heavyweight,"KO/TKO

      

        Knee",3,2:37
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/dd3ea525fe1898f1,Urijah Faber,Eddie Wineland,Urijah Faber,0,0,49,11,2,1,0,0,Bantamweight,U-DEC,3,5:00
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/2a28ce0035468735,Jim Miller,Kamal Shalorus,Jim Miller,1,0,43,26,1,1,2,0,Lightweight,"KO/TKO

      

        Knee",3,2:15
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/376beb49aadb06d6,Dan Miller,Nate Marquardt,Nate Marquardt,0,0,10,47,2,3,2,0,Middleweight,U-DEC,3,5:00
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/077667e3aaf314db,Mirko Filipovic,Brendan Schaub,Brendan Schaub,0,1,21,40,0,4,0,0,Heavyweight,"KO/TKO

      

        Punch",3,3:44
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/e1563825c36aad26,Luiz Cane,Eliot Marshall,Luiz Cane,1,0,29,2,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punches",1,2:15
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/42e7cc48c31d8f29,Edson Barboza,Anthony Njokuani,Edson Barboza,0,0,46,72,2,1,0,0,Lightweight,U-DEC,3,5:00
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/a8cf22bc7d05c0a1,Ricardo Almeida,Mike Pyle,Mike Pyle,0,0,48,36,1,1,0,1,Welterweight,U-DEC,3,5:00
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/e595cb4bfc26193b,Kurt Pellegrino,Gleison Tibau,Gleison Tibau,0,0,47,44,1,2,0,0,Lightweight,S-DEC,3,5:00
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/04193f1fff93ddb1,Joseph Benavidez,Ian Loveland,Joseph Benavidez,0,0,48,45,5,0,0,0,Bantamweight,U-DEC,3,5:00
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/560cec2acc9b0a13,Constantinos Philippou,Nick Catone,Nick Catone,0,0,23,31,0,3,0,0,Catch Weight,U-DEC,3,5:00
UFC 128: Shogun vs Jones,"March 19, 2011",http://www.ufcstats.com/fight-details/18b31990d1808419,Erik Koch,Raphael Assuncao,Erik Koch,1,0,4,9,0,0,0,0,Featherweight,"KO/TKO

      

        Punch",1,2:32
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/87c73e2086214b5c,Anderson Silva,Vitor Belfort,Anderson Silva,1,0,6,6,0,0,0,0,Middleweight,"KO/TKO

      

        Kick",1,3:25
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/d2246624da1c4e38,Forrest Griffin,Rich Franklin,Forrest Griffin,0,0,50,33,5,1,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/65ce293c20bd25e2,Jon Jones,Ryan Bader,Jon Jones,0,0,20,5,2,0,3,0,Light Heavyweight,"SUB

      

        Guillotine Choke",2,4:20
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/d1cda3a0c148b725,Jake Ellenberger,Carlos Eduardo Rocha,Jake Ellenberger,0,0,25,21,3,0,0,2,Welterweight,S-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/ce6f4d06fe5b51f3,Miguel Torres,Antonio Banuelos,Miguel Torres,0,0,73,10,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/6b7033df94818cee,Donald Cerrone,Paul Kelly,Donald Cerrone,0,0,37,22,3,0,1,2,Lightweight,"SUB

      

        Rear Naked Choke",2,3:48
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/ae3ab5d1892153ef,Chad Mendes,Michihiro Omigawa,Chad Mendes,0,0,56,18,4,0,0,2,Featherweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/20aa994cd23074b9,Norifumi Yamamoto,Demetrious Johnson,Demetrious Johnson,0,0,16,38,0,10,0,0,Bantamweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/95f136c07f9834be,Paul Taylor,Gabe Ruediger,Paul Taylor,1,0,37,17,0,0,0,0,Lightweight,"KO/TKO

      

        Kick",2,1:42
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/c1843fa8f113d321,Kyle Kingsbury,Ricardo Romero,Kyle Kingsbury,1,0,9,1,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punch",1,0:21
UFC 126: Silva vs Belfort,"February 05, 2011",http://www.ufcstats.com/fight-details/791b8b3a475487e9,Mike Pierce,Kenny Robertson,Mike Pierce,1,0,19,12,2,0,1,0,Welterweight,"KO/TKO

      

        Punches",2,0:29
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/91bb64656e13a1d4,Frankie Edgar,Gray Maynard,Draw/NC,0,3,95,71,3,3,2,1,Lightweight,S-DEC,5,5:00
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/075be81e3f92c2bf,Chris Leben,Brian Stann,Brian Stann,0,3,7,30,0,0,0,1,Middleweight,"KO/TKO

      

        Knee",1,3:37
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/65b4d4be2d04bb34,Brandon Vera,Thiago Silva,Draw/NC,0,0,19,51,0,3,0,1,Light Heavyweight,Overturned,3,5:00
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/de7eec13356baebe,Nate Diaz,Dong Hyun Kim,Dong Hyun Kim,0,0,36,19,1,3,1,0,Welterweight,U-DEC,3,5:00
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/f327f8e59acfab1b,Clay Guida,Takanori Gomi,Clay Guida,0,0,12,14,3,0,2,0,Lightweight,"SUB

      

        Guillotine Choke",2,4:27
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/df42fd9af4740d24,Jeremy Stephens,Marcus Davis,Jeremy Stephens,1,0,25,17,0,2,2,0,Lightweight,"KO/TKO

      

        Punch",3,2:33
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/b13e3620949300c5,Dustin Poirier,Josh Grispi,Dustin Poirier,0,0,77,16,0,2,0,2,Featherweight,U-DEC,3,5:00
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/fbc7d73f7bf60b9c,Phil Baroni,Brad Tavares,Brad Tavares,1,1,11,22,0,0,1,0,Middleweight,"KO/TKO

      

        Punches",1,4:20
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/965989097794b22b,Mike Brown,Diego Nunes,Diego Nunes,0,0,68,65,4,0,0,0,Featherweight,S-DEC,3,5:00
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/33c8395139de7551,Daniel Roberts,Greg Soto,Daniel Roberts,0,0,3,6,1,0,2,1,Welterweight,"SUB

      

        Kimura",1,3:45
UFC 125: Resolution,"January 01, 2011",http://www.ufcstats.com/fight-details/e7ace0544d5ab596,Jacob Volkmann,Antonio McKee,Jacob Volkmann,0,0,10,25,1,1,2,0,Lightweight,S-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/e87b5c403533b057,Georges St-Pierre,Josh Koscheck,Georges St-Pierre,0,0,110,16,4,1,0,0,Welterweight,U-DEC,5,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/ed6a02c8dcc6f922,Stefan Struve,Sean McCorkle,Stefan Struve,0,0,11,4,0,1,0,2,Heavyweight,"KO/TKO

      

        Punches",1,3:55
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/77785292d4df807c,Jim Miller,Charles Oliveira,Jim Miller,0,0,1,5,1,0,2,0,Lightweight,"SUB

      

        Kneebar",1,1:59
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/ecc41acbd699812a,Joe Stevenson,Mac Danzig,Mac Danzig,0,1,6,9,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",1,1:54
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/f0d86420d88ca27b,Thiago Alves,John Howard,Thiago Alves,1,0,73,37,2,0,0,0,Welterweight,U-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/ecc80630494d402a,Joe Doerksen,Dan Miller,Dan Miller,0,0,12,18,0,5,2,1,Middleweight,S-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/94a3e3df3d28d8f0,Mark Bocek,Dustin Hazelett,Mark Bocek,0,0,9,0,1,0,1,0,Lightweight,"SUB

      

        Triangle Choke",1,2:33
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/1de579eecc094c8b,Jesse Bongfeldt,Rafael Natal,Draw/NC,0,0,53,13,2,5,0,0,Middleweight,M-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/37d988593cb5f14a,Matthew Riddle,Sean Pierson,Sean Pierson,0,1,35,112,0,1,1,1,Welterweight,U-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/42a361f33cbb8d6f,TJ Grant,Ricardo Almeida,Ricardo Almeida,0,0,6,48,0,6,0,0,Welterweight,U-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",http://www.ufcstats.com/fight-details/c4bbae7615545c85,Pat Audinwood,John Makdessi,John Makdessi,0,1,19,74,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/6963c65b49e47277,Melvin Guillard,Evan Dunham,Melvin Guillard,2,0,17,2,0,1,0,0,Lightweight,"KO/TKO

      

        Knees",1,2:58
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/a60ba933a7ea898e,Matt Mitrione,Tim Hague,Matt Mitrione,2,0,16,3,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,2:59
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/9a71dc94152a76ac,Mark Hominick,George Roop,Mark Hominick,2,0,9,12,0,0,0,0,Featherweight,"KO/TKO

      

        Punch",1,1:28
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/4abf375aa97364f6,Pat Barry,Joey Beltran,Pat Barry,1,0,46,55,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/dc58af0c02a42743,Cole Miller,Matt Wiman,Matt Wiman,0,0,22,76,0,1,0,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/ab8b506dd2277da3,Cody McKenzie,Yves Edwards,Yves Edwards,0,0,16,33,2,0,0,1,Lightweight,"SUB

      

        Rear Naked Choke",2,4:33
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/a245b4d0a7861fb8,DaMarques Johnson,Mike Guymon,DaMarques Johnson,0,0,2,1,1,0,0,0,Welterweight,"SUB

      

        Injury",1,3:22
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/ba5b23e7ef308883,Rani Yahya,Mike Brown,Rani Yahya,0,0,40,15,3,1,2,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/dbfac95047e7b33a,Waylon Lowe,Willamy Freire,Waylon Lowe,0,0,15,23,4,1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/986bc0ce25dac848,Charlie Brenneman,Amilcar Alves,Charlie Brenneman,0,0,26,10,3,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011",http://www.ufcstats.com/fight-details/89cb6801b51f2216,Will Campuzano,Chris Cariaso,Chris Cariaso,0,0,62,67,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/47b690fb54f2eaf9,Quinton Jackson,Lyoto Machida,Quinton Jackson,0,0,16,33,1,1,0,1,Light Heavyweight,S-DEC,3,5:00
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/552973c278f08fbb,Matt Hughes,BJ Penn,BJ Penn,0,1,3,7,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",1,0:21
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/256aacb8cb2c4289,Gerald Harris,Maiquel Falcao,Maiquel Falcao,0,1,8,25,2,1,0,3,Middleweight,U-DEC,3,5:00
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/71bcafd04decc8ce,Phil Davis,Tim Boetsch,Phil Davis,0,0,33,7,2,0,2,1,Light Heavyweight,"SUB

      

        Kimura",2,2:55
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/3e0301367e511512,George Sotiropoulos,Joe Lauzon,George Sotiropoulos,0,0,19,16,3,0,2,0,Lightweight,"SUB

      

        Kimura",2,2:43
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/15cae38f1326adfb,Matt Brown,Brian Foster,Brian Foster,0,0,13,25,1,3,1,2,Welterweight,"SUB

      

        Guillotine Choke",2,2:11
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/8d886fba9328269c,Aaron Simpson,Mark Munoz,Mark Munoz,0,0,43,76,5,1,0,0,Middleweight,U-DEC,3,5:00
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/0ed093f6aaab94d3,Karo Parisyan,Dennis Hallman,Dennis Hallman,0,1,2,10,0,0,0,0,Welterweight,"KO/TKO

      

        Punches",1,1:47
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/8b87b341bcd130ee,Mike Lullo,Edson Barboza,Edson Barboza,0,2,12,43,0,2,1,0,Lightweight,"KO/TKO

      

        Kicks",3,0:26
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/e76c3346ad9be24a,Paul Kelly,TJ O'Brien,Paul Kelly,1,0,44,32,1,1,0,0,Lightweight,"KO/TKO

      

        Elbows",2,3:16
UFC 123: Rampage vs Machida,"November 20, 2010",http://www.ufcstats.com/fight-details/83ea3c36a6f91cb8,Tyson Griffin,Nik Lentz,Nik Lentz,1,0,31,34,8,4,1,3,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/dca2a0eb4cd3deac,Jonathan Brookins,Michael Johnson,Jonathan Brookins,0,1,32,30,3,0,0,0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/a2be3b3f9739d0af,Stephan Bonnar,Igor Pokrajac,Stephan Bonnar,0,0,44,23,3,0,1,0,Light Heavyweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/dee976dde74e7e05,Kendall Grove,Demian Maia,Demian Maia,0,0,18,42,0,5,0,1,Middleweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/dca074896265f816,Johny Hendricks,Rick Story,Rick Story,0,0,24,55,6,2,1,1,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/6e574bd614afffd9,Nam Phan,Leonard Garcia,Leonard Garcia,0,0,102,64,0,2,1,0,Featherweight,S-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/f5686732b85adafc,Cody McKenzie,Aaron Wilkinson,Cody McKenzie,0,0,0,0,1,1,2,0,Lightweight,"SUB

      

        Guillotine Choke",1,2:03
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/ee85a66d86490f83,Ian Loveland,Tyler Toner,Ian Loveland,2,0,44,21,0,0,0,0,Featherweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/a1b035662f43aae2,Sako Chivitchian,Kyle Watson,Kyle Watson,0,0,36,72,0,0,0,0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/d2287a9cfb6b9b07,Will Campuzano,Nick Pace,Nick Pace,0,0,16,18,1,7,0,1,Bantamweight,"SUB

      

        Pace/Pillory Choke",3,4:33
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/7206d0aa1d53e518,Fredson Paixao,Pablo Garza,Pablo Garza,0,1,1,3,0,0,0,0,Featherweight,"KO/TKO

      

        Flying Knee",1,0:51
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",http://www.ufcstats.com/fight-details/3d16f99de58b9d0e,Rich Attonito,David Branch,David Branch,0,0,6,16,0,4,0,0,Middleweight,U-DEC,3,5:00
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/8f301d4eb8e97449,Brock Lesnar,Cain Velasquez,Cain Velasquez,0,2,9,31,1,1,0,0,Heavyweight,"KO/TKO

      

        Punches",1,4:12
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/1a0b90c661fd603e,Jake Shields,Martin Kampmann,Jake Shields,0,0,25,35,4,0,0,3,Welterweight,S-DEC,3,5:00
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/635763ab6b5f0bf0,Diego Sanchez,Paulo Thiago,Diego Sanchez,0,0,48,36,2,1,0,4,Welterweight,U-DEC,3,5:00
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/ec618a1214d4b171,Tito Ortiz,Matt Hamill,Matt Hamill,0,0,37,41,0,3,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/8787d56f59bfb4c3,Brendan Schaub,Gabriel Gonzaga,Brendan Schaub,1,0,53,37,0,0,0,1,Heavyweight,U-DEC,3,5:00
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/46c74829fb4c2dd5,Court McGee,Ryan Jensen,Court McGee,0,1,60,36,2,1,1,0,Middleweight,"SUB

      

        Arm Triangle",3,1:21
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/704e1351a64581ed,Patrick Cote,Tom Lawlor,Tom Lawlor,0,0,6,49,0,5,0,3,Middleweight,U-DEC,3,5:00
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/f7e5e9fdcbff28b3,Mike Guymon,Daniel Roberts,Daniel Roberts,0,0,0,2,0,1,0,1,Welterweight,"SUB

      

        Anaconda Choke",1,1:13
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/95ca100d6bf829b2,Sam Stout,Paul Taylor,Sam Stout,0,0,107,140,1,0,0,0,Lightweight,S-DEC,3,5:00
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/f817a161eb72e685,Chris Camozzi,Dongi Yang,Chris Camozzi,0,0,74,51,0,3,0,0,Middleweight,S-DEC,3,5:00
UFC 121: Lesnar vs Velasquez,"October 23, 2010",http://www.ufcstats.com/fight-details/9c354bd6ea1bf25a,Jon Madsen,Gilbert Yvel,Jon Madsen,0,0,18,0,1,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,1:48
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/fdb7377a34603e47,Nate Marquardt,Yushin Okami,Yushin Okami,0,0,21,25,3,1,2,0,Middleweight,U-DEC,3,5:00
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/6a32cabbcd9b1e42,Dennis Siver,Andre Winner,Dennis Siver,1,0,30,13,0,0,1,0,Lightweight,"SUB

      

        Rear Naked Choke",1,3:37
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/82ad4eb50b3d7bd0,Amir Sadollah,Peter Sobotta,Amir Sadollah,0,0,90,34,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/5e3f46e6f46d5a90,Krzysztof Soszynski,Goran Reljic,Krzysztof Soszynski,0,0,57,23,0,2,3,0,Light Heavyweight,U-DEC,3,5:00
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/68b3222e977a6a11,Duane Ludwig,Nick Osipczak,Duane Ludwig,0,2,99,60,0,2,0,0,Welterweight,S-DEC,3,5:00
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/2a9755f4d43f3e2f,Vladimir Matyushenko,Alexandre Ferreira,Vladimir Matyushenko,0,0,19,6,2,0,0,0,Light Heavyweight,"KO/TKO

      

        Elbows",1,2:20
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/d2ce61c578e67067,Pascal Krauss,Mark Scanlon,Pascal Krauss,0,0,50,33,3,3,2,2,Welterweight,U-DEC,3,5:00
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/0a5d29e380f1e3e0,Kyle Noke,Rob Kimmons,Kyle Noke,0,0,25,16,3,0,2,0,Middleweight,"SUB

      

        Rear Naked Choke",2,1:33
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/ebf204638524c377,Seth Petruzelli,Karlos Vemola,Karlos Vemola,0,0,3,18,0,2,2,0,Light Heavyweight,"KO/TKO

      

        Punches",1,3:46
UFC 122: Marquardt vs Okami,"November 13, 2010",http://www.ufcstats.com/fight-details/d87755257628de36,Kris McCray,Carlos Eduardo Rocha,Carlos Eduardo Rocha,0,0,3,2,2,0,0,1,Welterweight,"SUB

      

        Kneebar",1,2:21
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/48db60440ead6f6d,Nate Marquardt,Rousimar Palhares,Nate Marquardt,0,0,13,1,0,0,1,1,Middleweight,"KO/TKO

      

        Punches",1,3:28
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/a24121c70f773fe2,Efrain Escudero,Charles Oliveira,Charles Oliveira,0,0,13,35,0,2,0,1,Lightweight,"SUB

      

        Rear Naked Choke",3,2:25
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/108140213049e629,Jim Miller,Gleison Tibau,Jim Miller,0,0,29,23,0,4,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/2aeba1cc4004d0bc,Cole Miller,Ross Pearson,Cole Miller,1,0,24,26,1,0,1,0,Lightweight,"SUB

      

        Rear Naked Choke",2,1:49
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/25137d9cc8b47f57,Yves Edwards,John Gunderson,Yves Edwards,0,0,54,15,1,0,1,2,Lightweight,U-DEC,3,5:00
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/b972f998103731da,Jared Hamman,Kyle Kingsbury,Kyle Kingsbury,0,0,88,79,0,9,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/2f2ac4c08e763d38,Tomasz Drwal,David Branch,David Branch,0,0,10,15,0,3,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/f1ffe3ba615ad7b9,Rich Attonito,Rafael Natal,Rich Attonito,1,0,25,28,0,2,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/a4bc92bfe82d0547,TJ Waldburger,David Mitchell,TJ Waldburger,0,0,37,13,6,2,7,6,Welterweight,U-DEC,3,5:00
UFC Fight Night: Marquardt vs Palhares,"September 15, 2010",http://www.ufcstats.com/fight-details/88ef809a0fde3900,Brian Foster,Forrest Petz,Brian Foster,1,0,17,1,0,0,0,0,Welterweight,"KO/TKO

      

        Punches",1,1:07
