event_name,event_date,fight_url,fighter_1_winner,fighter_2_loser,winner_kd,loser_kd,winner_str,loser_str,winner_td,loser_td,winner_sub,loser_sub,weight_class,method,round,time
UFC 53: Heavy Hitters,"June 04, 2005",http://www.ufcstats.com/fight-details/d80b07269dd36aad,Karo Parisyan,Matt Serra,0,1,56,26,8,1,2,0,Welterweight,U-DEC,3,5:00
UFC 53: Heavy Hitters,"June 04, 2005",http://www.ufcstats.com/fight-details/98cc8f5dd64895c4,Rich Franklin,Evan Tanner,0,1,97,25,0,1,1,1,Middleweight,KO/TKO,4,3:25
UFC 53: Heavy Hitters,"June 04, 2005",http://www.ufcstats.com/fight-details/ea8b1a909155b0c2,Forrest Griffin,Bill Mahood,0,0,3,1,1,0,1,0,Light Heavyweight,"SUB

      

        Rear Naked Choke",1,2:18
UFC 53: Heavy Hitters,"June 04, 2005",http://www.ufcstats.com/fight-details/fb252c420e9830cd,Paul Buentello,Kevin Jordan,1,0,20,18,0,0,1,0,Heavyweight,"SUB

      

        Neck Crank",1,4:00
UFC 53: Heavy Hitters,"June 04, 2005",http://www.ufcstats.com/fight-details/ca3230227ee700b7,Nate Quarry,Shonie Carter,2,0,19,6,0,0,0,0,Middleweight,"KO/TKO

      

        Punches",1,2:37
UFC 53: Heavy Hitters,"June 04, 2005",http://www.ufcstats.com/fight-details/e5261884b0a0ed39,David Loiseau,Charles McCarthy,1,0,20,0,0,1,0,1,Middleweight,"KO/TKO

      

        Spinning Back Kick",2,2:10
UFC 53: Heavy Hitters,"June 04, 2005",http://www.ufcstats.com/fight-details/07886c772e37d5de,Nick Diaz,Koji Oishi,1,0,25,2,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",1,1:24
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/4fb2c181e8fd5910,Tito Ortiz,Vitor Belfort,0,0,27,19,4,0,0,1,Light Heavyweight,S-DEC,3,5:00
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/987b6b4f7825e40e,Pete Sell,Phil Baroni,0,0,16,17,1,4,1,0,Middleweight,"SUB

      

        Guillotine Choke",3,4:19
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/dae856cb00cf5163,Andrei Arlovski,Tim Sylvia,1,0,5,2,0,0,2,0,Heavyweight,"SUB

      

        Ankle Lock",1,0:47
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/7cfc8649d07b704c,Evan Tanner,David Terrell,0,0,19,4,0,2,0,1,Middleweight,"KO/TKO

      

        Punches",1,4:35
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/c91ef06766009965,Paul Buentello,Justin Eilers,1,0,22,7,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,3:34
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/48189cad0c11ff63,Mike Kyle,James Irvin,1,0,10,3,1,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,1:55
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/e30780438191654f,David Loiseau,Gideon Ray,2,0,17,11,0,1,1,0,Middleweight,KO/TKO,1,5:00
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/45a52e065b73ecba,Karo Parisyan,Chris Lytle,0,0,29,7,7,0,2,2,Welterweight,U-DEC,3,5:00
UFC 51: Super Saturday,"February 05, 2005",http://www.ufcstats.com/fight-details/e8196de20c4a969a,Nick Diaz,Drew Fickett,0,0,13,3,0,0,1,2,Welterweight,"KO/TKO

      

        Punches",1,4:40
UFC 48: Payback,"June 19, 2004",http://www.ufcstats.com/fight-details/66eaf9f4a2cd67d8,Ken Shamrock,Kimo Leopoldo,1,0,12,4,0,0,0,0,Heavyweight,"KO/TKO

      

        Knee",1,1:26
UFC 48: Payback,"June 19, 2004",http://www.ufcstats.com/fight-details/1201d192092baacf,Frank Trigg,Dennis Hallman,0,0,20,1,0,0,0,2,Welterweight,"KO/TKO

      

        Punches",1,4:15
UFC 48: Payback,"June 19, 2004",http://www.ufcstats.com/fight-details/dffef4343e822399,Frank Mir,Tim Sylvia,0,0,3,2,0,1,1,0,Heavyweight,"SUB

      

        Armbar",1,0:50
UFC 48: Payback,"June 19, 2004",http://www.ufcstats.com/fight-details/5261874c58322b46,Matt Hughes,Renato Verissimo,0,0,11,7,3,0,1,4,Welterweight,U-DEC,3,5:00
UFC 48: Payback,"June 19, 2004",http://www.ufcstats.com/fight-details/7014356795515aea,Evan Tanner,Phil Baroni,0,0,73,23,5,0,0,0,Middleweight,U-DEC,3,5:00
UFC 48: Payback,"June 19, 2004",http://www.ufcstats.com/fight-details/41222c4fab03d6f8,Matt Serra,Ivan Menjivar,0,0,14,8,6,0,0,2,Lightweight,U-DEC,3,5:00
UFC 48: Payback,"June 19, 2004",http://www.ufcstats.com/fight-details/a40e421630b67e5c,Georges St-Pierre,Jay Hieron,2,0,24,5,0,0,0,0,Welterweight,"KO/TKO

      

        Punches",1,1:42
UFC 48: Payback,"June 19, 2004",http://www.ufcstats.com/fight-details/5cbd93c68225a845,Trevor Prangley,Curtis Stout,0,0,12,5,2,0,2,0,Middleweight,"SUB

      

        Scarf Hold",2,1:05
UFC 50: The War Of '04,"October 22, 2004",http://www.ufcstats.com/fight-details/9422b3caf780a995,Tito Ortiz,Patrick Cote,0,0,45,11,2,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 50: The War Of '04,"October 22, 2004",http://www.ufcstats.com/fight-details/b76a722dd429612e,Rich Franklin,Jorge Rivera,1,0,41,22,3,0,1,0,Middleweight,"SUB

      

        Armbar",3,4:28
UFC 50: The War Of '04,"October 22, 2004",http://www.ufcstats.com/fight-details/6f21a27075f0695c,Matt Hughes,Georges St-Pierre,0,0,4,6,2,1,2,0,Welterweight,"SUB

      

        Armbar",1,4:59
UFC 50: The War Of '04,"October 22, 2004",http://www.ufcstats.com/fight-details/1a471a1bff47a960,Frank Trigg,Renato Verissimo,0,0,33,4,1,0,0,2,Welterweight,"KO/TKO

      

        Elbows",2,2:11
UFC 50: The War Of '04,"October 22, 2004",http://www.ufcstats.com/fight-details/929fb67b49eaa405,Evan Tanner,Robbie Lawler,0,0,6,3,0,1,1,0,Middleweight,"SUB

      

        Triangle Choke",1,2:22
UFC 50: The War Of '04,"October 22, 2004",http://www.ufcstats.com/fight-details/0d15b14d1215c853,Ivan Salaverry,Tony Fryklund,1,0,9,4,0,0,1,0,Middleweight,"SUB

      

        Other - Lock",1,1:36
UFC 50: The War Of '04,"October 22, 2004",http://www.ufcstats.com/fight-details/dc9b52352dca15ef,Travis Lutter,Marvin Eastman,1,0,1,10,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punch",2,0:33
UFC 47: It's On!,"April 02, 2004",http://www.ufcstats.com/fight-details/2dbd0bc3e61ca00b,Chuck Liddell,Tito Ortiz,1,0,23,13,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punches",2,0:38
UFC 47: It's On!,"April 02, 2004",http://www.ufcstats.com/fight-details/eecbc6c850e62d97,Chris Lytle,Tiki Ghosn,0,0,34,27,2,0,1,0,Welterweight,"SUB

      

        Bulldog Choke",2,1:55
UFC 47: It's On!,"April 02, 2004",http://www.ufcstats.com/fight-details/268f0fcc45e1a6fe,Yves Edwards,Hermes Franca,0,0,21,8,0,4,1,2,Lightweight,S-DEC,3,5:00
UFC 47: It's On!,"April 02, 2004",http://www.ufcstats.com/fight-details/0f23c5569204a69b,Andrei Arlovski,Wesley Correira,1,0,51,4,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",2,1:15
UFC 47: It's On!,"April 02, 2004",http://www.ufcstats.com/fight-details/0374646197b8e0fa,Nick Diaz,Robbie Lawler,1,0,22,16,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",2,1:31
UFC 47: It's On!,"April 02, 2004",http://www.ufcstats.com/fight-details/3b8bfe14b0c297b2,Mike Kyle,Wes Sims,1,0,13,0,0,0,1,3,Heavyweight,"KO/TKO

      

        Punch",1,4:59
UFC 47: It's On!,"April 02, 2004",http://www.ufcstats.com/fight-details/ba5e8c30d41559fd,Jonathan Wiezorek,Wade Shipp,0,0,10,20,1,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,4:40
UFC 47: It's On!,"April 02, 2004",http://www.ufcstats.com/fight-details/1d9d91f78334129d,Genki Sudo,Mike Brown,0,0,6,13,1,1,4,0,Lightweight,"SUB

      

        Triangle Choke",1,3:31
UFC 49: Unfinished Business,"August 21, 2004",http://www.ufcstats.com/fight-details/977e56ada4acc596,Randy Couture,Vitor Belfort,0,0,50,3,2,0,0,2,Light Heavyweight,KO/TKO,3,5:00
UFC 49: Unfinished Business,"August 21, 2004",http://www.ufcstats.com/fight-details/719f21fdb310fcfb,Joe Riggs,Joe Doerksen,0,0,29,6,2,2,0,0,Middleweight,"KO/TKO

      

        Elbows",2,3:39
UFC 49: Unfinished Business,"August 21, 2004",http://www.ufcstats.com/fight-details/ebd51f898209c4c8,Chuck Liddell,Vernon White,2,0,31,13,1,0,0,0,Light Heavyweight,"KO/TKO

      

        Punch",1,4:05
UFC 49: Unfinished Business,"August 21, 2004",http://www.ufcstats.com/fight-details/6e2254b4fd39ce40,David Terrell,Matt Lindland,1,0,5,0,0,0,0,0,Middleweight,"KO/TKO

      

        Punch",1,0:24
UFC 49: Unfinished Business,"August 21, 2004",http://www.ufcstats.com/fight-details/c74eef9b337602c6,Justin Eilers,Mike Kyle,1,0,4,7,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,1:14
UFC 49: Unfinished Business,"August 21, 2004",http://www.ufcstats.com/fight-details/5db23cc876db1619,Chris Lytle,Ronald Jhun,1,0,12,8,0,1,2,0,Welterweight,"SUB

      

        Guillotine Choke",2,1:17
UFC 49: Unfinished Business,"August 21, 2004",http://www.ufcstats.com/fight-details/6996eb7755709945,Karo Parisyan,Nick Diaz,0,0,27,37,9,1,0,2,Welterweight,S-DEC,3,5:00
UFC 49: Unfinished Business,"August 21, 2004",http://www.ufcstats.com/fight-details/c9c5b2507c6be9e3,Yves Edwards,Josh Thomson,1,0,16,13,0,2,0,0,Lightweight,"KO/TKO

      

        Kick",1,4:32
UFC 46: Supernatural,"January 31, 2004",http://www.ufcstats.com/fight-details/9cd343b9d5d87528,Vitor Belfort,Randy Couture,0,0,1,1,0,0,0,0,Light Heavyweight,KO/TKO,1,0:49
UFC 46: Supernatural,"January 31, 2004",http://www.ufcstats.com/fight-details/829146a45b3b236b,Renato Verissimo,Carlos Newton,0,0,22,4,3,2,1,0,Welterweight,U-DEC,3,5:00
UFC 46: Supernatural,"January 31, 2004",http://www.ufcstats.com/fight-details/4076a87092da5bfa,BJ Penn,Matt Hughes,0,0,17,4,0,0,1,0,Welterweight,"SUB

      

        Rear Naked Choke",1,4:39
UFC 46: Supernatural,"January 31, 2004",http://www.ufcstats.com/fight-details/476548ca3d8cf0ee,Frank Mir,Wes Sims,1,0,28,18,4,0,2,0,Heavyweight,"KO/TKO

      

        Punch",2,4:21
UFC 46: Supernatural,"January 31, 2004",http://www.ufcstats.com/fight-details/bee02eaf332eb7f1,Lee Murray,Jorge Rivera,0,0,0,2,0,1,2,0,Middleweight,"SUB

      

        Triangle Choke",1,1:45
UFC 46: Supernatural,"January 31, 2004",http://www.ufcstats.com/fight-details/1bc4996fa543a91a,Georges St-Pierre,Karo Parisyan,0,0,46,1,6,0,0,4,Welterweight,U-DEC,3,5:00
UFC 46: Supernatural,"January 31, 2004",http://www.ufcstats.com/fight-details/fab7e4790b11de3c,Josh Thomson,Hermes Franca,0,1,40,22,2,2,0,1,Lightweight,M-DEC,3,5:00
UFC 46: Supernatural,"January 31, 2004",http://www.ufcstats.com/fight-details/5bdaa71a5daebcb5,Matt Serra,Jeff Curran,0,0,45,9,6,0,0,1,Lightweight,U-DEC,3,5:00
UFC 45: Revolution,"November 21, 2003",http://www.ufcstats.com/fight-details/2cfde31b41b2220d,Matt Hughes,Frank Trigg,0,0,0,0,1,1,2,1,Welterweight,"SUB

      

        Rear Naked Choke",1,3:54
UFC 45: Revolution,"November 21, 2003",http://www.ufcstats.com/fight-details/9f108233c7c787d9,Matt Lindland,Falaniko Vitale,0,0,35,3,1,0,1,0,Middleweight,"KO/TKO

      

        Punches",3,4:23
UFC 45: Revolution,"November 21, 2003",http://www.ufcstats.com/fight-details/d1d33be012417f75,Wesley Correira,David Abbott,1,0,13,11,0,0,0,0,Heavyweight,KO/TKO,1,2:14
UFC 45: Revolution,"November 21, 2003",http://www.ufcstats.com/fight-details/b35adb9d047f5cd8,Evan Tanner,Phil Baroni,0,2,28,17,1,0,0,0,Middleweight,"KO/TKO

      

        Elbows",1,4:42
UFC 45: Revolution,"November 21, 2003",http://www.ufcstats.com/fight-details/7d2d327fd7580364,Robbie Lawler,Chris Lytle,1,0,30,37,3,1,0,1,Welterweight,U-DEC,3,5:00
UFC 45: Revolution,"November 21, 2003",http://www.ufcstats.com/fight-details/906d6f62fb7f9b19,Pedro Rizzo,Ricco Rodriguez,0,0,30,15,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 45: Revolution,"November 21, 2003",http://www.ufcstats.com/fight-details/61a211b4a7f942cd,Keith Rockel,Chris Liguori,0,0,5,1,1,0,1,0,Middleweight,"SUB

      

        Guillotine Choke",1,3:29
UFC 45: Revolution,"November 21, 2003",http://www.ufcstats.com/fight-details/823d7037552a8907,Yves Edwards,Nick Agallar,1,0,33,5,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",2,2:14
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/6cd107e2f5886b25,Randy Couture,Tito Ortiz,0,0,88,16,8,2,0,0,Light Heavyweight,U-DEC,5,5:00
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/fdb4ea9783c4452a,Andrei Arlovski,Vladimir Matyushenko,2,0,9,5,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,1:59
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/6e7eb1720bec2bca,Tim Sylvia,Gan McGee,1,0,10,7,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,1:54
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/ac6fd4c78f0e3198,Jorge Rivera,David Loiseau,1,0,80,35,0,0,0,0,Middleweight,U-DEC,3,5:00
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/180128adae7897db,Rich Franklin,Edwin DeWees,1,0,37,4,0,1,0,1,Light Heavyweight,"KO/TKO

      

        Knees",1,3:35
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/e5b2782426c8109c,Karo Parisyan,Dave Strasser,0,0,13,2,3,0,1,0,Welterweight,"SUB

      

        Kimura",1,3:52
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/3cdcaa0a59dfb8ea,Josh Thomson,Gerald Strebendt,1,0,11,0,1,0,0,3,Lightweight,"KO/TKO

      

        Punches",1,2:45
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/5ac9cf4ffc15ccca,Nick Diaz,Jeremy Jackson,0,0,17,9,6,0,2,0,Welterweight,"SUB

      

        Armbar",3,2:04
UFC 44: Undisputed,"September 26, 2003",http://www.ufcstats.com/fight-details/10976fbb37d41c43,Hermes Franca,Caol Uno,1,0,13,32,2,1,1,0,Lightweight,"KO/TKO

      

        Punch",2,2:46
UFC 43: Meltdown,"June 06, 2003",http://www.ufcstats.com/fight-details/c83cba9573cca196,Randy Couture,Chuck Liddell,0,0,46,22,4,0,1,0,Light Heavyweight,"KO/TKO

      

        Punches",3,2:39
UFC 43: Meltdown,"June 06, 2003",http://www.ufcstats.com/fight-details/ffe629a5232a878b,Kimo Leopoldo,David Abbott,0,0,1,0,1,0,1,0,Heavyweight,"SUB

      

        Arm Triangle",1,1:59
UFC 43: Meltdown,"June 06, 2003",http://www.ufcstats.com/fight-details/400aa8a24e1d8997,Vitor Belfort,Marvin Eastman,1,0,9,1,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Knees",1,1:07
UFC 43: Meltdown,"June 06, 2003",http://www.ufcstats.com/fight-details/ed503d1c8963d894,Vernon White,Ian Freeman,0,0,45,18,1,2,0,1,Heavyweight,S-DEC,3,5:00
UFC 43: Meltdown,"June 06, 2003",http://www.ufcstats.com/fight-details/b5854feb57f40bb4,Frank Mir,Wes Sims,0,0,4,1,1,0,4,0,Heavyweight,DQ,1,2:55
UFC 43: Meltdown,"June 06, 2003",http://www.ufcstats.com/fight-details/be0507682d0ce713,Yves Edwards,Eddie Ruiz,1,0,21,3,0,2,3,0,Lightweight,U-DEC,3,5:00
UFC 43: Meltdown,"June 06, 2003",http://www.ufcstats.com/fight-details/4f5ce22f8384d151,Falaniko Vitale,Matt Lindland,0,0,2,2,0,0,0,0,Middleweight,"KO/TKO

      

        Slam",1,1:56
UFC 43: Meltdown,"June 06, 2003",http://www.ufcstats.com/fight-details/9fb822537c12d726,Pedro Rizzo,Tra Telligman,0,1,40,34,1,0,0,0,Heavyweight,KO/TKO,2,4:24
UFC 41: Onslaught,"February 28, 2003",http://www.ufcstats.com/fight-details/334cd8572d9842cb,Tim Sylvia,Ricco Rodriguez,1,0,12,7,0,0,0,1,Heavyweight,"KO/TKO

      

        Punch",1,3:09
UFC 41: Onslaught,"February 28, 2003",http://www.ufcstats.com/fight-details/a85a0831580696ff,Frank Mir,David Abbott,0,0,0,1,0,0,2,0,Heavyweight,"SUB

      

        Toe Hold",1,0:46
UFC 41: Onslaught,"February 28, 2003",http://www.ufcstats.com/fight-details/63ff2ed92c800ef8,BJ Penn,Caol Uno,0,0,67,64,5,6,0,1,Lightweight,S-DEC,5,5:00
UFC 41: Onslaught,"February 28, 2003",http://www.ufcstats.com/fight-details/795c682c30d66c19,Matt Lindland,Phil Baroni,0,0,40,44,4,1,2,0,Middleweight,U-DEC,3,5:00
UFC 41: Onslaught,"February 28, 2003",http://www.ufcstats.com/fight-details/558ef0822c8fa5b9,Vladimir Matyushenko,Pedro Rizzo,0,0,24,12,5,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 41: Onslaught,"February 28, 2003",http://www.ufcstats.com/fight-details/6a0c5b9079a4128e,Din Thomas,Matt Serra,0,0,29,26,0,1,0,0,Lightweight,S-DEC,3,5:00
UFC 41: Onslaught,"February 28, 2003",http://www.ufcstats.com/fight-details/62ed2b178310306e,Gan McGee,Alexandre Dantas,0,0,9,1,0,0,0,1,Heavyweight,"KO/TKO

      

        Punches",1,4:49
UFC 41: Onslaught,"February 28, 2003",http://www.ufcstats.com/fight-details/0dade757305afebd,Yves Edwards,Rich Clementi,1,0,51,31,0,2,1,0,Lightweight,"SUB

      

        Rear Naked Choke",3,4:07
UFC 42: Sudden Impact,"April 25, 2003",http://www.ufcstats.com/fight-details/00a5e033391bf8df,Matt Hughes,Sean Sherk,0,0,44,19,5,3,1,1,Welterweight,U-DEC,5,5:00
UFC 42: Sudden Impact,"April 25, 2003",http://www.ufcstats.com/fight-details/808245ba66df5f1c,Pete Spratt,Robbie Lawler,0,0,19,15,1,2,0,0,Welterweight,"SUB

      

        Injury",2,2:28
UFC 42: Sudden Impact,"April 25, 2003",http://www.ufcstats.com/fight-details/9f5f9173666ce1b7,Dave Strasser,Romie Aram,0,1,60,24,1,2,0,0,Welterweight,U-DEC,3,5:00
UFC 42: Sudden Impact,"April 25, 2003",http://www.ufcstats.com/fight-details/4e75ed154de637e2,Wesley Correira,Sean Alvarez,0,0,22,6,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",2,1:46
UFC 42: Sudden Impact,"April 25, 2003",http://www.ufcstats.com/fight-details/af59e32a5b3f6065,Rich Franklin,Evan Tanner,1,0,16,6,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punches",1,2:40
UFC 42: Sudden Impact,"April 25, 2003",http://www.ufcstats.com/fight-details/5a9657d4faeea2c5,Duane Ludwig,Genki Sudo,0,0,38,24,0,3,0,0,Lightweight,U-DEC,3,5:00
UFC 42: Sudden Impact,"April 25, 2003",http://www.ufcstats.com/fight-details/363efd241750c23d,Hermes Franca,Richard Crunkilton,1,0,27,29,2,4,9,0,Lightweight,U-DEC,3,5:00
UFC 42: Sudden Impact,"April 25, 2003",http://www.ufcstats.com/fight-details/863319fd2e711ffc,David Loiseau,Mark Weir,0,0,16,2,1,0,0,0,Middleweight,"KO/TKO

      

        Punches",1,3:55
UFC 38: Brawl at the Hall,"July 13, 2002",http://www.ufcstats.com/fight-details/0f6dd5d9a96ceb9d,Matt Hughes,Carlos Newton,0,0,58,3,4,0,1,1,Welterweight,"KO/TKO

      

        Punches",4,3:37
UFC 38: Brawl at the Hall,"July 13, 2002",http://www.ufcstats.com/fight-details/2a2f50039ac636d0,Ian Freeman,Frank Mir,0,0,34,6,0,1,0,3,Heavyweight,KO/TKO,1,4:35
UFC 38: Brawl at the Hall,"July 13, 2002",http://www.ufcstats.com/fight-details/38d8b19a1ef5942a,Mark Weir,Eugene Jackson,1,0,4,0,0,0,0,0,Middleweight,"KO/TKO

      

        Punch",1,0:10
UFC 38: Brawl at the Hall,"July 13, 2002",http://www.ufcstats.com/fight-details/fb93d1cafcc6b455,Genki Sudo,Leigh Remedios,0,0,9,5,2,0,3,0,Lightweight,"SUB

      

        Rear Naked Choke",2,1:38
UFC 38: Brawl at the Hall,"July 13, 2002",http://www.ufcstats.com/fight-details/90b36806779330b9,Phillip Miller,James Zikic,0,0,30,29,4,0,0,1,Light Heavyweight,U-DEC,3,5:00
UFC 38: Brawl at the Hall,"July 13, 2002",http://www.ufcstats.com/fight-details/1531cb3152157ada,Renato Sobral,Elvis Sinosic,0,0,42,7,4,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 38: Brawl at the Hall,"July 13, 2002",http://www.ufcstats.com/fight-details/b5c4fbd6e1d94594,Evan Tanner,Chris Haseman,0,0,70,14,3,0,0,2,Light Heavyweight,U-DEC,3,5:00
UFC 40: Vendetta,"November 22, 2002",http://www.ufcstats.com/fight-details/9e6f956caa7b549b,Tito Ortiz,Ken Shamrock,0,0,74,12,3,0,1,0,Light Heavyweight,KO/TKO,3,5:00
UFC 40: Vendetta,"November 22, 2002",http://www.ufcstats.com/fight-details/9a0865000a3d642e,Chuck Liddell,Renato Sobral,1,0,13,10,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Kick",1,2:55
UFC 40: Vendetta,"November 22, 2002",http://www.ufcstats.com/fight-details/b0bb09e4ca8343af,Matt Hughes,Gil Castillo,0,0,22,1,1,0,0,0,Welterweight,KO/TKO,1,5:00
UFC 40: Vendetta,"November 22, 2002",http://www.ufcstats.com/fight-details/497a87188392e057,Carlos Newton,Pete Spratt,0,0,0,1,1,0,1,0,Welterweight,"SUB

      

        Kimura",1,1:45
UFC 40: Vendetta,"November 22, 2002",http://www.ufcstats.com/fight-details/68b141785f76575b,Robbie Lawler,Tiki Ghosn,1,0,5,7,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",1,1:29
UFC 40: Vendetta,"November 22, 2002",http://www.ufcstats.com/fight-details/9d9c2c8802d21887,Andrei Arlovski,Ian Freeman,1,0,14,1,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,1:18
UFC 40: Vendetta,"November 22, 2002",http://www.ufcstats.com/fight-details/754882d95491d287,Vladimir Matyushenko,Travis Wiuff,0,0,24,0,2,0,0,1,Heavyweight,"KO/TKO

      

        Punches",1,4:10
UFC 40: Vendetta,"November 22, 2002",http://www.ufcstats.com/fight-details/e66eebeff23ceb1e,Phillip Miller,Mark Weir,0,1,10,19,2,0,1,3,Middleweight,"SUB

      

        Rear Naked Choke",2,4:50
UFC 39: The Warriors Return,"September 27, 2002",http://www.ufcstats.com/fight-details/e06ff3d3f1c0ab69,Ricco Rodriguez,Randy Couture,0,0,39,39,4,5,1,0,Heavyweight,"KO/TKO

      

        Elbows",5,3:04
UFC 39: The Warriors Return,"September 27, 2002",http://www.ufcstats.com/fight-details/ffe4379d6bd1e82b,Tim Sylvia,Wesley Correira,0,0,138,26,0,0,0,0,Heavyweight,KO/TKO,2,1:43
UFC 39: The Warriors Return,"September 27, 2002",http://www.ufcstats.com/fight-details/b0ed7f6450ad33c5,BJ Penn,Matt Serra,0,0,32,8,1,1,0,1,Lightweight,U-DEC,3,5:00
UFC 39: The Warriors Return,"September 27, 2002",http://www.ufcstats.com/fight-details/826b03504b9bad4e,Caol Uno,Din Thomas,0,0,35,11,0,3,0,4,Lightweight,U-DEC,3,5:00
UFC 39: The Warriors Return,"September 27, 2002",http://www.ufcstats.com/fight-details/56ba0c15cf501669,Gan McGee,Pedro Rizzo,0,0,17,14,0,0,0,0,Heavyweight,KO/TKO,1,5:00
UFC 39: The Warriors Return,"September 27, 2002",http://www.ufcstats.com/fight-details/20a6710c50698166,Phil Baroni,Dave Menne,1,0,8,1,0,0,0,0,Middleweight,"KO/TKO

      

        Punches",1,0:18
UFC 39: The Warriors Return,"September 27, 2002",http://www.ufcstats.com/fight-details/e7183e758f6b8bda,Matt Lindland,Ivan Salaverry,0,0,16,32,6,0,0,0,Middleweight,U-DEC,3,5:00
UFC 39: The Warriors Return,"September 27, 2002",http://www.ufcstats.com/fight-details/9e62f31318d21a32,Sean Sherk,Benji Radach,0,0,6,7,1,0,0,0,Welterweight,KO/TKO,1,4:16
UFC 34: High Voltage,"November 02, 2001",http://www.ufcstats.com/fight-details/bce4808806f88c99,Randy Couture,Pedro Rizzo,0,0,41,13,3,1,0,0,Heavyweight,"KO/TKO

      

        Punches",3,3:22
UFC 34: High Voltage,"November 02, 2001",http://www.ufcstats.com/fight-details/7c76b3c48a5583df,Ricco Rodriguez,Pete Williams,0,0,26,4,5,0,1,1,Heavyweight,"KO/TKO

      

        Punches",2,4:02
UFC 34: High Voltage,"November 02, 2001",http://www.ufcstats.com/fight-details/57f4aac17f067c11,Matt Hughes,Carlos Newton,0,0,8,2,4,0,1,1,Welterweight,"KO/TKO

      

        Slam",2,1:27
UFC 34: High Voltage,"November 02, 2001",http://www.ufcstats.com/fight-details/f20bd0b549e1a97d,BJ Penn,Caol Uno,1,0,5,0,1,0,0,0,Lightweight,"KO/TKO

      

        Punches",1,0:11
UFC 34: High Voltage,"November 02, 2001",http://www.ufcstats.com/fight-details/c3b2a72cc291db4e,Josh Barnett,Bobby Hoffman,0,0,17,6,2,1,1,1,Heavyweight,"KO/TKO

      

        Punches",2,4:25
UFC 34: High Voltage,"November 02, 2001",http://www.ufcstats.com/fight-details/7ea81958dfb80d70,Evan Tanner,Homer Moore,0,0,4,4,0,2,4,0,Light Heavyweight,"SUB

      

        Armbar",2,0:55
UFC 34: High Voltage,"November 02, 2001",http://www.ufcstats.com/fight-details/e4628e64a2ef7100,Matt Lindland,Phil Baroni,0,1,71,32,4,0,0,2,Middleweight,M-DEC,3,5:00
UFC 34: High Voltage,"November 02, 2001",http://www.ufcstats.com/fight-details/586635087cdfbbcc,Frank Mir,Roberto Traven,0,0,3,1,0,0,1,0,Heavyweight,"SUB

      

        Armbar",1,1:05
UFC 36: Worlds Collide,"March 22, 2002",http://www.ufcstats.com/fight-details/38dbb6f2e1456acd,Josh Barnett,Randy Couture,0,0,44,18,0,1,1,0,Heavyweight,"KO/TKO

      

        Punches",2,4:35
UFC 36: Worlds Collide,"March 22, 2002",http://www.ufcstats.com/fight-details/efc865fce64b5848,Pedro Rizzo,Andrei Arlovski,1,0,27,38,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",3,1:45
